full_name,selling_price,year,km_driven,fuel_type,mileage,max_power,company
Tata Hexa XE,1150000.0,2017.0,10000.0,Diesel,17.6,147.94,Tata
Hyundai i20 1.4 Magna Executive,780000.0,2018.0,25645.0,Diesel,22.54,88.73,Hyundai
Mitsubishi Pajero Sport Limited Edition,1120000.0,2014.0,60000.0,Diesel,13.5,178.0,Mitsubishi
Hyundai i10 Magna,275000.0,2010.0,90000.0,Petrol,20.36,78.9,Hyundai
Hyundai i20 1.4 CRDi Asta,320000.0,2010.0,97845.0,Diesel,23.0,90.0,Hyundai
Mahindra Scorpio S11,1550000.0,2018.0,47000.0,Diesel,16.36,138.13,Mahindra
Maruti Swift Dzire VXI,475000.0,2013.0,85000.0,Petrol,20.85,83.14,Maruti
Honda Brio V MT,395000.0,2016.0,60000.0,Petrol,19.4,86.8,Honda
Mahindra Bolero 2011-2019 SLE,434999.99999999994,2012.0,75000.0,Diesel,15.96,62.1,Mahindra
Maruti Omni E MPI STD BS IV,250000.0,2017.0,20000.0,Petrol,16.8,34.2,Maruti
Honda City 1.5 V MT,440000.00000000006,2011.0,79418.0,Petrol,17.0,118.0,Honda
Skoda Yeti Ambition 4WD,700000.0,2012.0,105246.0,Diesel,17.67,138.08,Skoda
Audi Q3 2.0 TDI Quattro Premium Plus,2200000.0,2015.0,69000.0,Diesel,15.73,174.33,Audi
Ford Ecosport 1.5 DV5 MT Ambiente,430000.0,2013.0,92000.0,Diesel,22.7,89.84,Ford
Maruti Alto K10 VXI,347000.0,2016.0,32903.0,Petrol,23.95,67.05,Maruti
Toyota Corolla H5 ANNIVERSARY,150000.0,2007.0,137000.0,Petrol,13.4,125.0,Toyota
Hyundai i20 1.4 CRDi Magna,660000.0,2016.0,88098.0,Diesel,21.9,90.0,Hyundai
Maruti Swift VDI,475000.0,2014.0,81000.0,Diesel,28.4,74.0,Maruti
Maruti Baleno Delta Automatic,575000.0,2016.0,98000.0,Petrol,21.4,83.1,Maruti
Maruti Alto LXi,211000.0,2012.0,42000.0,Petrol,19.7,46.3,Maruti
Maruti Swift Dzire ZDI,550000.0,2013.0,55002.0,Diesel,26.59,74.0,Maruti
Hyundai Creta 1.6 CRDi AT SX Plus,1249000.0,2016.0,88000.0,Diesel,17.01,126.2,Hyundai
Maruti Swift VDI Deca,535000.0,2016.0,100000.0,Diesel,25.2,74.0,Maruti
Mercedes-Benz C-Class 220 CDI AT,994999.9999999999,2008.0,99000.0,Diesel,14.84,170.0,Mercedes-Benz
Maruti Swift VXI,500000.0,2014.0,50000.0,Petrol,18.6,85.8,Maruti
Tata Indigo CR4,275000.0,2013.0,68782.0,Diesel,23.57,70.0,Tata
Hyundai Venue SX Opt Diesel BSIV,1175000.0,2019.0,15000.0,Diesel,23.7,88.7,Hyundai
Mercedes-Benz GLS 2016-2020 350d Grand Edition,6600000.0,2018.0,48000.0,Diesel,11.0,258.0,Mercedes-Benz
Hyundai Verna CRDi,190000.0,2008.0,90000.0,Diesel,16.8,110.0,Hyundai
Datsun GO A,200000.0,2015.0,30000.0,Petrol,20.63,67.06,Datsun
Maruti Alto 800 LX,224000.00000000003,2013.0,40580.0,Petrol,22.74,47.3,Maruti
Volkswagen Polo Diesel Comfortline 1.2L,440000.00000000006,2014.0,79000.0,Diesel,22.07,73.9,Volkswagen
Hyundai Verna 1.6 EX VTVT,430000.0,2013.0,70000.0,Petrol,17.01,121.3,Hyundai
Ford Freestyle Titanium Plus Diesel BSIV,880000.0000000001,2019.0,13133.0,Diesel,24.4,98.63,Ford
Maruti Vitara Brezza VDi Option,768000.0,2016.0,51577.0,Diesel,24.3,88.5,Maruti
Maruti Alto LXi BSIII,164000.0,2010.0,80000.0,Petrol,19.7,46.3,Maruti
Mahindra Scorpio S4 Plus,725000.0,2014.0,136542.0,Diesel,15.4,120.0,Mahindra
Maruti Ertiga ZDI,690000.0,2013.0,138000.0,Diesel,25.47,88.5,Maruti
Hyundai Santro Xing XK,155000.0,2007.0,60000.0,Petrol,17.8,63.0,Hyundai
Ford Ecosport 2015-2021 1.5 TDCi Ambiente BSIV,700000.0,2016.0,56393.0,Diesel,22.77,98.59,Ford
Mercedes-Benz E-Class E250 CDI Classic,1500000.0,2013.0,140000.0,Diesel,14.21,203.0,Mercedes-Benz
Hyundai i20 Asta 1.4 CRDi,430000.0,2013.0,131000.0,Diesel,21.27,88.76,Hyundai
Tata Tiago 1.05 Revotorq XM,409999.99999999994,2018.0,70000.0,Diesel,27.28,69.0,Tata
Maruti Vitara Brezza VDi AMT,939000.0,2018.0,13666.0,Diesel,24.3,88.5,Maruti
Hyundai i20 Magna 1.4 CRDi,580000.0,2016.0,62000.0,Diesel,22.54,88.73,Hyundai
Renault KWID 1.0 RXT Optional,385000.0,2016.0,34000.0,Petrol,23.01,67.0,Renault
BMW 3 Series GT 320d Sport Line,2500000.0,2016.0,96500.0,Diesel,19.59,184.0,BMW
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,515000.00000000006,2018.0,10000.0,Petrol,18.9,81.86,Hyundai
Renault Duster 110PS Diesel RxL,570000.0,2013.0,49400.0,Diesel,19.01,108.45,Renault
Mahindra Scorpio SLX 2.6 Turbo 8 Str,350000.0,2008.0,198000.0,Diesel,10.5,120.0,Mahindra
Tata Safari Storme VX Varicor 400,950000.0,2018.0,65000.0,Diesel,14.1,153.86,Tata
Honda WR-V i-DTEC S,800000.0,2018.0,60000.0,Diesel,25.5,98.6,Honda
Ford Figo Diesel ZXI,325000.0,2011.0,75000.0,Diesel,20.0,68.05,Ford
BMW X5 xDrive 30d,1898999.9999999998,2010.0,95000.0,Diesel,11.7,245.0,BMW
Maruti Swift Dzire ZDi,350000.0,2011.0,120000.0,Diesel,19.3,73.9,Maruti
Maruti Alto K10 VXI,380000.0,2018.0,30000.0,Petrol,23.95,67.05,Maruti
Hyundai Creta 1.4 CRDi S,880000.0000000001,2017.0,60000.0,Diesel,21.38,88.7,Hyundai
Honda Amaze EX i-Dtech,475000.0,2014.0,67000.0,Diesel,25.8,98.6,Honda
Maruti Ritz ZXi,450000.0,2015.0,67600.0,Petrol,18.5,85.8,Maruti
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1800000.0,2016.0,70000.0,Diesel,11.36,171.5,Toyota
Jaguar XF 2.0 Diesel Prestige,3500000.0,2017.0,34600.0,Diesel,19.33,177.0,Jaguar
Maruti Alto 800 LXI,220000.00000000003,2013.0,66516.0,Petrol,22.74,47.3,Maruti
Maruti Ciaz 1.4 AT Zeta,780000.0,2017.0,44000.0,Petrol,19.12,91.1,Maruti
Tata Safari 2005-2017 DICOR 2.2 GX 4x2 BS IV,400000.0,2012.0,100000.0,Diesel,13.93,138.1,Tata
Maruti Wagon R LXI DUO,260000.0,2012.0,109000.0,LPG,14.4,61.7,Maruti
Mahindra Xylo D4,550000.0,2017.0,50000.0,Diesel,14.95,93.7,Mahindra
Mahindra Bolero 2011-2019 Plus AC,500000.0,2012.0,150000.0,Diesel,15.96,62.1,Mahindra
Volkswagen Vento 1.6 Trendline BSIV,500000.0,2013.0,49361.0,Petrol,16.09,103.2,Volkswagen
Hyundai i20 Sportz 1.2,550000.0,2014.0,44000.0,Petrol,18.5,82.85,Hyundai
Hyundai Grand i10 CRDi Magna,425000.0,2016.0,70000.0,Diesel,24.0,70.0,Hyundai
Maruti Ertiga VXI,695000.0,2016.0,27000.0,Petrol,19.01,103.26,Maruti
Renault Duster 85PS Diesel RxL,560000.0,2013.0,70209.0,Diesel,20.45,83.8,Renault
Maruti Baleno Delta Automatic,599000.0,2017.0,25000.0,Petrol,21.4,83.1,Maruti
Honda City i VTEC V,715000.0,2016.0,70000.0,Petrol,17.8,117.3,Honda
Maruti Swift Dzire ZDI,747000.0,2018.0,42048.0,Diesel,28.4,74.02,Maruti
Hyundai Venue SX Plus Turbo DCT BSIV,1000000.0,2019.0,10000.0,Petrol,18.15,118.35,Hyundai
Maruti Wagon R VXI,380000.0,2017.0,60000.0,Petrol,20.51,67.04,Maruti
Nissan Micra XV,225000.0,2011.0,106000.0,Petrol,18.06,75.0,Nissan
Audi A3 35 TDI Premium Plus,2500000.0,2019.0,12100.0,Diesel,20.38,143.0,Audi
Maruti Baleno Delta 1.2,550000.0,2018.0,28563.0,Petrol,21.4,83.1,Maruti
Maruti SX4 S Cross DDiS 200 Zeta,850000.0,2016.0,70000.0,Diesel,23.65,88.5,Maruti
Maruti Wagon R LXI Avance Edition,291000.0,2012.0,66000.0,Petrol,20.51,67.04,Maruti
Maruti Alto K10 VXI,350000.0,2018.0,35000.0,Petrol,23.95,67.05,Maruti
Maruti Alto 800 LXI Opt,350000.0,2019.0,1200.0,Petrol,22.05,47.3,Maruti
Hyundai Verna 1.6 CRDI,700000.0,2013.0,70000.0,Diesel,22.32,126.3,Hyundai
Mahindra Scorpio 2009-2014 SLE 7S BSIII,440000.00000000006,2010.0,44000.0,Diesel,12.05,120.0,Mahindra
Hyundai i20 Active 1.2 SX with AVN,680000.0,2017.0,50000.0,Petrol,17.19,81.86,Hyundai
Hyundai Creta 1.6 CRDi SX Option,960000.0,2016.0,120000.0,Diesel,19.67,126.2,Hyundai
Audi Q5 2.0 TDI,2000000.0,2013.0,93000.0,Diesel,14.16,174.3,Audi
Volkswagen Ameo 1.2 MPI Comfortline,575000.0,2017.0,40000.0,Petrol,17.0,73.75,Volkswagen
Tata Vista Quadrajet LS,250000.0,2014.0,100000.0,Diesel,22.3,74.0,Tata
Hyundai Creta 1.6 VTVT SX Plus,1149000.0,2017.0,34000.0,Petrol,13.0,121.3,Hyundai
Hyundai Grand i10 CRDi Magna,380000.0,2015.0,70000.0,Diesel,24.0,70.0,Hyundai
Maruti Wagon R AMT VXI,495000.0,2016.0,50000.0,Petrol,20.51,67.0,Maruti
Mahindra XUV500 W6 2WD,850000.0,2015.0,55424.0,Diesel,16.0,140.0,Mahindra
Renault KWID RXT,380000.0,2018.0,5694.0,Petrol,25.17,53.3,Renault
Ford Figo 1.5D Trend MT,525000.0,2016.0,50000.0,Diesel,25.83,99.0,Ford
Maruti Swift Dzire VXI 1.2 BS IV,657000.0,2018.0,18677.0,Petrol,22.0,81.8,Maruti
Renault KWID 1.0 RXT Optional,450000.0,2018.0,9200.0,Petrol,23.01,67.0,Renault
Maruti SX4 S Cross DDiS 200 Sigma Option,690000.0,2016.0,55000.0,Diesel,15.0,88.5,Maruti
Maruti Swift VDI,625000.0,2018.0,36000.0,Diesel,28.4,74.0,Maruti
Maruti Ciaz Alpha BSIV,994999.9999999999,2019.0,10000.0,Petrol,21.56,103.25,Maruti
Maruti Swift Dzire VDI,690000.0,2018.0,50000.0,Diesel,28.4,74.02,Maruti
Volkswagen Vento Diesel Trendline,400000.0,2011.0,50000.0,Diesel,20.54,103.6,Volkswagen
Maruti Swift Dzire VXI,585000.0,2015.0,10000.0,Petrol,20.85,83.14,Maruti
Honda Amaze VX i-DTEC,425000.0,2013.0,92000.0,Diesel,25.8,98.6,Honda
Ford Figo Diesel ZXI,280000.0,2010.0,54523.0,Diesel,20.0,68.0,Ford
Hyundai EON Magna Plus,225000.0,2012.0,26000.0,Petrol,21.1,55.2,Hyundai
Ford Figo 1.2P Titanium MT,525000.0,2016.0,25780.0,Petrol,18.16,86.8,Ford
Toyota Fortuner 3.0 Diesel,1185000.0,2010.0,131000.0,Diesel,11.5,171.0,Toyota
Mahindra Xylo E8,325000.0,2010.0,120000.0,Diesel,14.0,112.0,Mahindra
Maruti Swift Dzire VXI,450000.0,2015.0,30000.0,Petrol,20.85,83.14,Maruti
Maruti Ciaz 1.4 Alpha,850000.0,2018.0,65120.0,Petrol,20.73,91.1,Maruti
Maruti Swift AMT ZDI,550000.0,2018.0,50000.0,Diesel,28.4,74.0,Maruti
Hyundai Creta 1.6 VTVT SX Plus,1149000.0,2017.0,66000.0,Petrol,13.0,121.3,Hyundai
Hyundai Grand i10 1.2 Kappa Magna BSIV,565000.0,2019.0,7000.0,Petrol,18.9,81.86,Hyundai
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,105000.0,2007.0,74555.0,Diesel,11.57,138.1,Tata
Maruti Alto K10 VXI AGS Optional,409999.99999999994,2018.0,25000.0,Petrol,23.95,67.1,Maruti
Mercedes-Benz CLA 200 CDI Style,2250000.0,2016.0,52800.0,Diesel,17.9,134.1,Mercedes-Benz
Hyundai i20 Sportz 1.4 CRDi,415000.00000000006,2013.0,90000.0,Diesel,21.9,88.76,Hyundai
Honda Brio 1.2 VX MT,440000.00000000006,2013.0,23748.0,Petrol,18.5,86.8,Honda
Maruti Ciaz ZDi SHVS,600000.0,2017.0,60000.0,Diesel,28.09,88.5,Maruti
Maruti Swift Dzire VDi,295000.0,2008.0,79000.0,Diesel,19.3,73.9,Maruti
Maruti Alto LXi,235000.0,2012.0,67000.0,Petrol,19.7,46.3,Maruti
Hyundai i20 Asta Option 1.2,621000.0,2016.0,51000.0,Petrol,18.6,81.83,Hyundai
Mahindra Bolero 2011-2019 ZLX BSIII,625000.0,2014.0,89000.0,Diesel,15.96,62.1,Mahindra
Hyundai EON Sportz,310000.0,2013.0,55000.0,Petrol,21.1,55.2,Hyundai
Maruti Alto LXi,175000.0,2009.0,26097.0,Petrol,19.7,46.3,Maruti
Volkswagen Polo 1.5 TDI Highline,625000.0,2015.0,61000.0,Diesel,20.14,88.8,Volkswagen
Hyundai Grand i10 1.2 Kappa Sportz BSIV,400000.0,2014.0,44904.0,Petrol,18.9,81.86,Hyundai
Maruti Swift VDI,360000.0,2011.0,133592.0,Diesel,28.4,74.0,Maruti
Audi Q7 2006-2020 3.0 TDI quattro,1950000.0,2012.0,130000.0,Diesel,12.07,241.4,Audi
Maruti Ritz LDi,415000.00000000006,2016.0,70000.0,Diesel,23.2,73.94,Maruti
Toyota Innova 2.5 G (Diesel) 7 Seater,400000.0,2008.0,119440.0,Diesel,12.99,100.6,Toyota
Jeep Compass 2.0 Limited,1750000.0,2018.0,4000.0,Diesel,17.1,170.0,Jeep
Tata Indigo LS (TDI) BS-III,324000.0,2016.0,120000.0,Diesel,19.09,69.01,Tata
Ford Aspire 1.5 TDCi Titanium,675000.0,2017.0,54000.0,Diesel,25.83,99.0,Ford
Maruti S-Presso VXI Plus,490000.00000000006,2020.0,1000.0,Petrol,21.7,67.0,Maruti
Maruti Ciaz Alpha Diesel,1095000.0,2018.0,30000.0,Diesel,28.09,88.5,Maruti
Maruti Zen Estilo 1.1 LXI BSIII,120000.0,2008.0,80000.0,Petrol,18.2,64.0,Maruti
Hyundai i20 Asta 1.4 CRDi,600000.0,2015.0,72000.0,Diesel,21.27,88.76,Hyundai
Maruti Alto LXi,185000.0,2007.0,86156.0,Petrol,19.7,46.3,Maruti
Honda Jazz 1.5 S i DTEC,590000.0,2016.0,65000.0,Diesel,27.3,98.6,Honda
Volkswagen Vento Diesel Highline,415000.00000000006,2011.0,56238.0,Diesel,20.54,103.6,Volkswagen
Maruti Vitara Brezza VDi,910000.0,2019.0,66622.0,Diesel,24.3,88.5,Maruti
Maruti Swift VDI BSIV,400000.0,2014.0,100000.0,Diesel,25.2,74.0,Maruti
Toyota Innova 2.5 G4 Diesel 8-seater,518000.0,2010.0,80000.0,Diesel,12.8,102.0,Toyota
Maruti Swift VDI Optional,630000.0,2017.0,70000.0,Diesel,25.2,74.0,Maruti
Maruti Alto LXi,185000.0,2012.0,60000.0,Petrol,19.7,46.3,Maruti
Maruti Alto 800 LXI,327000.0,2018.0,15453.0,Petrol,24.7,47.3,Maruti
Chevrolet Sail Hatchback LS ABS,200000.0,2013.0,110000.0,Diesel,22.1,76.9,Chevrolet
Maruti Alto K10 LXI,265000.0,2015.0,70000.0,Petrol,23.95,67.05,Maruti
Renault Triber RXZ,800000.0,2020.0,5600.0,Petrol,20.0,71.0,Renault
Hyundai Grand i10 CRDi Sportz,420000.0,2015.0,142996.0,Diesel,24.0,70.0,Hyundai
Chevrolet Spark 1.0 LS,190000.0,2011.0,65000.0,Petrol,18.0,62.0,Chevrolet
Mahindra Thar CRDe,799000.0,2016.0,62000.0,Diesel,16.55,105.0,Mahindra
Volkswagen Polo 2015-2019 1.5 TDI Highline,790000.0,2017.0,50000.0,Diesel,20.14,88.0,Volkswagen
Tata Hexa XM,800000.0,2018.0,25000.0,Diesel,17.6,153.86,Tata
Tata Hexa XM Plus,1380000.0,2019.0,34293.0,Diesel,17.6,153.86,Tata
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,980000.0000000001,2018.0,50000.0,Diesel,23.0,98.96,Ford
Maruti S-Presso VXI,420000.0,2019.0,5000.0,Petrol,21.7,67.0,Maruti
Maruti Wagon R VXI,310000.0,2014.0,76470.0,Petrol,20.51,67.04,Maruti
Maruti Wagon R VXI,309000.0,2011.0,78010.0,Petrol,20.51,67.04,Maruti
Mahindra Marazzo M8 8Str,1335000.0,2019.0,33000.0,Diesel,17.3,121.0,Mahindra
Maruti Swift Dzire Vdi BSIV,530000.0,2014.0,101931.0,Diesel,19.3,73.9,Maruti
Renault Scala Diesel RxE,380000.0,2014.0,120000.0,Diesel,21.64,84.8,Renault
Maruti Swift VDI,600000.0,2018.0,110000.0,Diesel,28.4,74.0,Maruti
Maruti Swift LDI Optional,575000.0,2016.0,82000.0,Diesel,25.2,74.0,Maruti
Hyundai i20 Sportz 1.4 CRDi,540000.0,2015.0,90000.0,Diesel,21.9,88.76,Hyundai
Maruti Alto 800 LXI,300000.0,2015.0,35236.0,Petrol,22.74,47.3,Maruti
Hyundai Verna CRDi 1.6 SX,900000.0,2018.0,75000.0,Diesel,22.0,126.2,Hyundai
Maruti Alto K10 VXI,350000.0,2015.0,25000.0,Petrol,23.95,67.05,Maruti
Mahindra TUV 300 T8,725000.0,2016.0,58000.0,Diesel,18.49,100.0,Mahindra
Mahindra XUV500 W8 2WD,850000.0,2015.0,63516.0,Diesel,15.1,140.0,Mahindra
Mercedes-Benz A Class A180 CDI,1550000.0,2014.0,51000.0,Diesel,20.0,107.3,Mercedes-Benz
Maruti Ciaz 1.4 Alpha,840000.0,2018.0,14000.0,Petrol,20.73,91.1,Maruti
Maruti Wagon R VXI 1.2,490000.00000000006,2019.0,11400.0,Petrol,20.52,81.8,Maruti
Maruti Celerio VXI AT,465000.00000000006,2014.0,39000.0,Petrol,23.1,67.04,Maruti
Hyundai Xcent 1.1 CRDi SX Option,575000.0,2014.0,54000.0,Diesel,24.4,71.0,Hyundai
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,850000.0,2018.0,60000.0,Diesel,23.0,98.96,Ford
Hyundai i10 Magna,145000.0,2009.0,80000.0,Petrol,20.36,78.9,Hyundai
BMW 3 Series GT 320d Luxury Line,3000000.0,2015.0,40000.0,Diesel,19.59,184.0,BMW
Fiat Grande Punto EVO 1.3 Dynamic,270000.0,2014.0,135000.0,Diesel,21.2,75.0,Fiat
Hyundai Xcent 1.2 Kappa S,511000.00000000006,2016.0,33500.0,Petrol,19.1,82.0,Hyundai
Honda City i DTEC V,580000.0,2014.0,98000.0,Diesel,26.0,98.6,Honda
Hyundai Grand i10 Asta Option,600000.0,2017.0,25000.0,Petrol,18.9,82.0,Hyundai
Maruti Baleno Zeta 1.3,645000.0,2017.0,75000.0,Diesel,27.39,74.0,Maruti
Maruti Swift VDI,620000.0,2016.0,46852.0,Diesel,22.9,74.0,Maruti
Honda City 2017-2020 GXi,235000.0,2008.0,70000.0,Petrol,17.7,78.0,Honda
Maruti XL6 Alpha,1150000.0,2020.0,14000.0,Petrol,19.01,103.2,Maruti
Maruti Ritz LDi,385000.0,2016.0,75000.0,Diesel,23.2,73.94,Maruti
Mahindra Xylo D4,500000.0,2017.0,120000.0,Diesel,14.95,93.7,Mahindra
Mahindra Thar CRDe,850000.0,2017.0,30000.0,Diesel,16.55,105.0,Mahindra
Maruti Celerio VDi,290000.0,2015.0,50000.0,Diesel,27.62,47.0,Maruti
Mercedes-Benz B-Class B180 Sport,3000000.0,2017.0,10000.0,Petrol,14.8,120.69,Mercedes-Benz
Maruti Swift Ldi BSIV,250000.0,2010.0,100000.0,Diesel,17.8,75.0,Maruti
Maruti Wagon R LXI Optional,325000.0,2016.0,40000.0,Petrol,20.51,67.04,Maruti
Maruti Ciaz ZDi SHVS,651000.0,2016.0,99000.0,Diesel,28.09,88.5,Maruti
Chevrolet Sail Hatchback LS ABS,365000.0,2013.0,60000.0,Diesel,22.1,76.9,Chevrolet
Datsun GO Plus T BSIV,350000.0,2017.0,35000.0,Petrol,19.44,67.0,Datsun
Toyota Corolla Altis VL AT,1375000.0,2016.0,38000.0,Petrol,14.28,138.03,Toyota
Volkswagen Polo Diesel Comfortline 1.2L,400000.0,2013.0,60000.0,Diesel,22.07,73.9,Volkswagen
Honda City 1.5 E MT,320000.0,2009.0,80000.0,Petrol,17.0,118.0,Honda
Mahindra XUV500 W10 2WD,1350000.0,2015.0,87000.0,Diesel,16.0,140.0,Mahindra
Maruti Swift VXI BSIV,540000.0,2015.0,43000.0,Petrol,22.0,81.8,Maruti
Maruti Baleno Delta CVT,670000.0,2017.0,35000.0,Petrol,19.56,81.8,Maruti
Honda City 1.5 E MT,350000.0,2009.0,68759.0,Petrol,17.0,118.0,Honda
Audi A3 35 TDI Technology Navigation,2401000.0,2019.0,45000.0,Diesel,20.38,143.0,Audi
Volkswagen Polo Petrol Highline 1.6L,441000.0,2015.0,87566.0,Petrol,15.26,103.5,Volkswagen
Honda Mobilio V i DTEC,575000.0,2014.0,78224.0,Diesel,24.2,98.6,Honda
Ford Aspire 1.2 Ti-VCT Trend,590000.0,2017.0,20000.0,Petrol,18.16,86.8,Ford
Skoda Rapid 1.6 MPI AT Style BSIV,685000.0,2016.0,31800.0,Petrol,14.84,103.2,Skoda
Hyundai Creta 1.6 SX Automatic,1350000.0,2019.0,5000.0,Petrol,14.8,121.3,Hyundai
Chevrolet Cruze LTZ,450000.0,2013.0,83765.0,Diesel,17.3,163.7,Chevrolet
Maruti Wagon R AMT VXI Plus,434999.99999999994,2017.0,41000.0,Petrol,20.51,67.0,Maruti
Maruti Baleno Alpha Diesel,850000.0,2018.0,60000.0,Diesel,27.39,74.0,Maruti
Renault KWID RXT BSIV,429000.0,2020.0,4000.0,Petrol,25.17,53.3,Renault
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,599000.0,2015.0,69000.0,Diesel,22.77,98.59,Ford
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1500000.0,2016.0,120000.0,Diesel,11.36,171.5,Toyota
Maruti Ciaz 1.4 Alpha,990000.0,2018.0,29349.0,Petrol,20.73,91.1,Maruti
Audi A4 30 TFSI Technology,3400000.0,2018.0,17000.0,Petrol,17.84,147.51,Audi
Toyota Fortuner 4x4 MT,1400000.0,2012.0,74896.0,Diesel,12.55,168.5,Toyota
BMW 3 Series 320d Sedan,925000.0,2010.0,51000.0,Diesel,16.07,181.0,BMW
Honda CR-V 2.4 MT,475000.0,2007.0,87000.0,Petrol,10.8,152.0,Honda
Maruti Swift VDI,450000.0,2013.0,77831.0,Diesel,22.9,74.0,Maruti
Maruti Celerio ZXI,495000.0,2019.0,58000.0,Petrol,21.63,67.04,Maruti
Maruti Swift Dzire LDI,560000.0,2017.0,120000.0,Diesel,28.4,74.02,Maruti
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,1035000.0,2012.0,63000.0,Diesel,12.99,100.0,Toyota
Maruti Ciaz 1.4 Alpha,795000.0,2017.0,32000.0,Petrol,20.73,91.1,Maruti
Hyundai Grand i10 Era,405000.0,2015.0,45000.0,Petrol,18.9,82.0,Hyundai
Honda Amaze S i-Vtech,550000.0,2014.0,20000.0,Petrol,18.0,86.7,Honda
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,1925000.0,2018.0,65750.0,Diesel,13.68,147.8,Toyota
Tata Tiago 1.05 Revotorq XM,425000.0,2018.0,60000.0,Diesel,27.28,69.0,Tata
Toyota Innova 2.5 ZX Diesel 7 Seater,1611000.0,2016.0,44236.0,Diesel,12.99,100.6,Toyota
Maruti Alto 800 LXI,290000.0,2018.0,80000.0,Petrol,22.74,47.3,Maruti
Maruti Ritz LDi,300000.0,2016.0,70000.0,Diesel,23.2,73.94,Maruti
Land Rover Range Rover Sport SE,6300000.0,2014.0,40000.0,Diesel,12.65,255.0,Land
Maruti Wagon R VXI with ABS,375000.0,2015.0,60000.0,Petrol,20.51,67.06,Maruti
Tata Safari Storme VX,800000.0,2015.0,147000.0,Diesel,14.0,138.1,Tata
Renault KWID RXT Optional,350000.0,2017.0,40000.0,Petrol,25.17,53.3,Renault
Maruti Eeco 5 STR With AC Plus HTR CNG,260000.0,2010.0,97438.0,CNG,15.1,73.0,Maruti
Mahindra TUV 300 mHAWK100 T8,725000.0,2015.0,65500.0,Diesel,18.49,100.0,Mahindra
Datsun RediGO 1.0 S,254999.99999999997,2018.0,30000.0,Petrol,22.5,67.0,Datsun
BMW 6 Series GT 630d Luxury Line,6400000.0,2018.0,12000.0,Diesel,17.09,261.4,BMW
Audi Q3 35 TDI Quattro Premium Plus,2200000.0,2015.0,54000.0,Diesel,15.17,181.0,Audi
Renault KWID RXT,310000.0,2015.0,30000.0,Petrol,25.17,53.3,Renault
Mercedes-Benz GL-Class Progressive 220d,5100000.0,2018.0,20000.0,Diesel,17.9,167.6,Mercedes-Benz
Maruti Swift Dzire ZDI,552000.0,2016.0,90000.0,Diesel,26.59,74.0,Maruti
Chevrolet Spark 1.0 LT,110000.00000000001,2008.0,60000.0,Petrol,18.0,62.0,Chevrolet
Hyundai Grand i10 CRDi Sportz,520000.0,2016.0,37400.0,Diesel,24.0,70.0,Hyundai
Hyundai Creta 1.6 VTVT SX Plus,919999.9999999999,2016.0,39000.0,Petrol,13.0,121.3,Hyundai
Hyundai i20 Petrol CVT Asta,750000.0,2019.0,10000.0,Petrol,17.4,81.86,Hyundai
Hyundai i20 2015-2017 Asta 1.2,590000.0,2014.0,58000.0,Petrol,18.6,81.83,Hyundai
Maruti Alto K10 2010-2014 VXI,254000.0,2012.0,60000.0,Petrol,20.92,67.1,Maruti
Maruti Ciaz RS ZDi Plus SHVS,650000.0,2016.0,50000.0,Diesel,28.09,88.5,Maruti
Ford Figo Diesel ZXI,360000.0,2014.0,60000.0,Diesel,20.0,68.05,Ford
Renault KWID RXT,325000.0,2015.0,68000.0,Petrol,25.17,53.3,Renault
Hyundai i20 Asta 1.4 CRDi,690000.0,2017.0,89823.0,Diesel,22.54,88.73,Hyundai
Maruti Swift Dzire VXI,625000.0,2015.0,43000.0,Petrol,20.85,83.14,Maruti
Maruti Wagon R VXI BS IV,390000.0,2013.0,37000.0,Petrol,18.9,67.1,Maruti
Maruti Swift Dzire VXI,525000.0,2016.0,20000.0,Petrol,20.85,83.14,Maruti
Hyundai i10 Sportz AT,285000.0,2011.0,82000.0,Petrol,16.95,78.9,Hyundai
Hyundai i10 Sportz,355000.0,2012.0,63000.0,Petrol,20.36,78.9,Hyundai
Maruti Swift Dzire LDI,390000.0,2014.0,110000.0,Diesel,23.4,74.0,Maruti
Maruti Swift VXI,370000.0,2013.0,50000.0,Petrol,18.6,85.8,Maruti
Maruti Swift VXI,280000.0,2010.0,85520.0,Petrol,22.0,81.8,Maruti
Mahindra TUV 300 mHAWK100 T8,750000.0,2017.0,70000.0,Diesel,18.49,100.0,Mahindra
Hyundai Verna VTVT 1.6 SX Option,1170000.0,2019.0,10000.0,Petrol,17.0,121.3,Hyundai
Mahindra Scorpio VLX 2WD AIRBAG BSIV,700000.0,2013.0,209000.0,Diesel,12.05,120.0,Mahindra
Skoda Laura Ambiente 2.0 TDI CR AT,450000.0,2010.0,75000.0,Diesel,20.0,138.1,Skoda
